Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Aumento de Precisión en Localización Indoor basado en Redes Neuronales,,,"Gerez, Agustín   Goñi, Oscar Enrique   Leiva, Lucas",,,,,,,"La tecnología WiFi es ampliamente utilizada por un gran número de dispositivos, incluyendo aquellos que componen sistemas de Internet de las Cosas (IoT) y de Inteligencia Artificial (IA). En ambos contextos, el problema de localización ha sido objeto de investigación durante mucho tiempo. En algunos casos, las señales de radio utilizadas para transmitir información son además aprovechadas para realizar estimaciones de posición. Sin embargo, este enfoque se encuentra afectado por la constante fluctuación de la señal. Es posible que al momento de realizar una estimación de posición de un componente emisor, éste se encuentre influenciado por los obstáculos, el multitrayecto y la reflexión de la señal. Sin embargo, su uso mejora cuando se realiza localización espacial considerando diferentes referencias. De esta manera, es posible trazar activos dentro de un ambiente indoor. En este trabajo se analiza la relación de los algoritmos de estimación de distancia utilizando RSSI y triangulación, y se propone una solución basada en Redes Neuronales que combina los resultados de tres algoritmos de estimación de distancia con el fin de aumentar la precisión.",,,,,,,,,,,Englisch Spanisch,,"LICENCIA DE USO: Los documentos a texto completo incluidos en Dialnet son de acceso libre y propiedad de sus autores y/o editores. Por tanto, cualquier acto de reproducción, distribución, comunicación pública y/o transformación total o parcial requiere el consentimiento expreso y escrito de aquéllos. Cualquier enlace al texto completo de estos documentos deberá hacerse a través de la URL oficial de éstos en Dialnet. Más información: https://dialnet.unirioja.es/info/derechosOAI | INTELLECTUAL PROPERTY RIGHTS STATEMENT: Full text documents hosted by Dialnet are protected by copyright and/or related rights. This digital object is accessible without charge, but its use is subject to the licensing conditions set by its authors or editors. Unless expressly stated otherwise in the licensing conditions, you are free to linking, browsing, printing and making a copy for your own personal purposes. All other acts of reproduction and communication to the public are subject to the licensing conditions expressed by editors and authors and require consent from them. Any link to this document should be made using its official URL in Dialnet. More info: https://dialnet.unirioja.es/info/derechosOAI",Triangulation,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,ISSN: 2525-0159 EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0001433152
Aumento de Precisión en Localización Indoor basado en Redes Neuronales,,,"Gerez, Agustín   Goñi, Oscar Enrique   Leiva, Lucas",,,,,,,"La tecnología WiFi es ampliamente utilizada por un gran número de dispositivos, incluyendo aquellos que componen sistemas de Internet de las Cosas (IoT) y de Inteligencia Artificial (IA). En ambos contextos, el problema de localización ha sido objeto de investigación durante mucho tiempo. En algunos casos, las señales de radio utilizadas para transmitir información son además aprovechadas para realizar estimaciones de posición. Sin embargo, este enfoque se encuentra afectado por la constante fluctuación de la señal. Es posible que al momento de realizar una estimación de posición de un componente emisor, éste se encuentre influenciado por los obstáculos, el multitrayecto y la reflexión de la señal. Sin embargo, su uso mejora cuando se realiza localización espacial considerando diferentes referencias. De esta manera, es posible trazar activos dentro de un ambiente indoor. En este trabajo se analiza la relación de los algoritmos de estimación de distancia utilizando RSSI y triangulación, y se propone una solución basada en Redes Neuronales que combina los resultados de tres algoritmos de estimación de distancia con el fin de aumentar la precisión.",,,,,,,,,,,Englisch Spanisch,,"LICENCIA DE USO: Los documentos a texto completo incluidos en Dialnet son de acceso libre y propiedad de sus autores y/o editores. Por tanto, cualquier acto de reproducción, distribución, comunicación pública y/o transformación total o parcial requiere el consentimiento expreso y escrito de aquéllos. Cualquier enlace al texto completo de estos documentos deberá hacerse a través de la URL oficial de éstos en Dialnet. Más información: https://dialnet.unirioja.es/info/derechosOAI | INTELLECTUAL PROPERTY RIGHTS STATEMENT: Full text documents hosted by Dialnet are protected by copyright and/or related rights. This digital object is accessible without charge, but its use is subject to the licensing conditions set by its authors or editors. Unless expressly stated otherwise in the licensing conditions, you are free to linking, browsing, printing and making a copy for your own personal purposes. All other acts of reproduction and communication to the public are subject to the licensing conditions expressed by editors and authors and require consent from them. Any link to this document should be made using its official URL in Dialnet. More info: https://dialnet.unirioja.es/info/derechosOAI",Triangulation,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,ISSN: 2525-0159 EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0001433152
An effective algorithm to overcome the practical hindrance for Wi-Fi based indoor positioning system,,,"Bonthu, Bhulakshmi   Subaji, M",,,,,,,"Indoor tracking has evolved with various methods. The most popular method is using signal strength measuring techniques like triangulation, trilateration and fingerprinting, etc. Generally, these methods use the internal sensors of the smartphone. All these techniques require an adequate number of access point signals. The estimated positioning accuracy depends on the number of signals received at any point and precision of its signal (Wi-Fi radio waves) strength. In a practical environment, the received signal strength indicator (RSSI) of the access point is hindered by obstacles or blocks in the direct path or Line of sight. Such access points become an anomaly in the calculation of position. By detecting the anomaly access points and neglecting it during the computation of an indoor position will improve the accuracy of the positioning system. The proposed method, Practical Hindrance Avoidance in an Indoor Positioning System (PHA-IPS), eliminate the anomaly nodes while estimating the position, so then enhances the accuracy.",,,,De Gruyter,,,,,,,Englisch,,,Triangulation,,,"Open computer science, 2020-06, Vol.10 (1), p.117-123",,,,,ISSN: 2299-1093 EISSN: 2299-1093 DOI: 10.1515/comp-2020-0010,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1515_comp_2020_0010
An effective algorithm to overcome the practical hindrance for Wi-Fi based indoor positioning system,,,"Bonthu, Bhulakshmi   Subaji, M",,,,,,,"Indoor tracking has evolved with various methods. The most popular method is using signal strength measuring techniques like triangulation, trilateration and fingerprinting, etc. Generally, these methods use the internal sensors of the smartphone. All these techniques require an adequate number of access point signals. The estimated positioning accuracy depends on the number of signals received at any point and precision of its signal (Wi-Fi radio waves) strength. In a practical environment, the received signal strength indicator (RSSI) of the access point is hindered by obstacles or blocks in the direct path or Line of sight. Such access points become an anomaly in the calculation of position. By detecting the anomaly access points and neglecting it during the computation of an indoor position will improve the accuracy of the positioning system. The proposed method, Practical Hindrance Avoidance in an Indoor Positioning System (PHA-IPS), eliminate the anomaly nodes while estimating the position, so then enhances the accuracy.",,,,De Gruyter,,,,,,,Englisch,,,Triangulation,,,"Open computer science, 2020-06, Vol.10 (1), p.117-123",,,,,ISSN: 2299-1093 EISSN: 2299-1093 DOI: 10.1515/comp-2020-0010,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1515_comp_2020_0010
An effective algorithm to overcome the practical hindrance for Wi-Fi based indoor positioning system,,,"Bonthu, Bhulakshmi   Subaji, M",,,,,,,"Indoor tracking has evolved with various methods. The most popular method is using signal strength measuring techniques like triangulation, trilateration and fingerprinting, etc. Generally, these methods use the internal sensors of the smartphone. All these techniques require an adequate number of access point signals. The estimated positioning accuracy depends on the number of signals received at any point and precision of its signal (Wi-Fi radio waves) strength. In a practical environment, the received signal strength indicator (RSSI) of the access point is hindered by obstacles or blocks in the direct path or Line of sight. Such access points become an anomaly in the calculation of position. By detecting the anomaly access points and neglecting it during the computation of an indoor position will improve the accuracy of the positioning system. The proposed method, Practical Hindrance Avoidance in an Indoor Positioning System (PHA-IPS), eliminate the anomaly nodes while estimating the position, so then enhances the accuracy.",,,,De Gruyter,,,,,,,Englisch,,,Triangulation,,,"Open computer science, 2020-06, Vol.10 (1), p.117-123",,,,,ISSN: 2299-1093 EISSN: 2299-1093 DOI: 10.1515/comp-2020-0010,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1515_comp_2020_0010
An effective algorithm to overcome the practical hindrance for Wi-Fi based indoor positioning system,,,"Bonthu, Bhulakshmi   Subaji, M",,,,,,,"Indoor tracking has evolved with various methods. The most popular method is using signal strength measuring techniques like triangulation, trilateration and fingerprinting, etc. Generally, these methods use the internal sensors of the smartphone. All these techniques require an adequate number of access point signals. The estimated positioning accuracy depends on the number of signals received at any point and precision of its signal (Wi-Fi radio waves) strength. In a practical environment, the received signal strength indicator (RSSI) of the access point is hindered by obstacles or blocks in the direct path or Line of sight. Such access points become an anomaly in the calculation of position. By detecting the anomaly access points and neglecting it during the computation of an indoor position will improve the accuracy of the positioning system. The proposed method, Practical Hindrance Avoidance in an Indoor Positioning System (PHA-IPS), eliminate the anomaly nodes while estimating the position, so then enhances the accuracy.",,,,De Gruyter,,,,,,,Englisch,,,Triangulation,,,"Open computer science, 2020-06, Vol.10 (1), p.117-123",,,,,ISSN: 2299-1093 EISSN: 2299-1093 DOI: 10.1515/comp-2020-0010,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1515_comp_2020_0010
Implementation of an Asset Tracking Embedded System using Ultra-Wide Band Technology,,,"Mary, Gerardine Immaculate   Dixit, CH S K N S   Naresh, Bapatla Venkata   Julian, Anitha",,,,,,,"In the most complex indoor environments, such as a warehouse, where there is a large volume of equipment and the possibility of losing it is inevitable, this study reveals an embedded system that uses Ultra-Wide Band (UWB) accuracy to deliver pinpoint asset tracking. It is crucial to keep an eye on them. constructing a Real-Time Locating System (RTLS), to use technical terminology. Even though they were effective, conventional navigation systems like GPS, Wi-Fi, and BLE have limitations due to interference and range. UWB effectively overcomes these constraints with its massive 7.5GHz bandwidth and lower interference (- 41.3dBm/1MHz). When it comes to interior navigation, UWB works better since it has a higher connection than Wi-Fi and GPS. Conversely, UWB has no propagation effects like as scattering or reflection and can simply flow through an obstruction. The goal is to create an embedded system that uses an Arduino UNO to gather data from a Deca Wave DW1000, which will serve as a tag and anchor for effective asset navigation utilizing the Time of Flight (ToF) localization method.",,,,Elsevier B.V,,,,,,,Englisch,,2025,Triangulation,,,"Procedia computer science, 2025, Vol.252, p.331-340",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2024.12.035,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1016_j_procs_2024_12_035
Implementation of an Asset Tracking Embedded System using Ultra-Wide Band Technology,,,"Mary, Gerardine Immaculate   Dixit, CH S K N S   Naresh, Bapatla Venkata   Julian, Anitha",,,,,,,"In the most complex indoor environments, such as a warehouse, where there is a large volume of equipment and the possibility of losing it is inevitable, this study reveals an embedded system that uses Ultra-Wide Band (UWB) accuracy to deliver pinpoint asset tracking. It is crucial to keep an eye on them. constructing a Real-Time Locating System (RTLS), to use technical terminology. Even though they were effective, conventional navigation systems like GPS, Wi-Fi, and BLE have limitations due to interference and range. UWB effectively overcomes these constraints with its massive 7.5GHz bandwidth and lower interference (- 41.3dBm/1MHz). When it comes to interior navigation, UWB works better since it has a higher connection than Wi-Fi and GPS. Conversely, UWB has no propagation effects like as scattering or reflection and can simply flow through an obstruction. The goal is to create an embedded system that uses an Arduino UNO to gather data from a Deca Wave DW1000, which will serve as a tag and anchor for effective asset navigation utilizing the Time of Flight (ToF) localization method.",,,,Elsevier B.V,,,,,,,Englisch,,2025,Triangulation,,,"Procedia computer science, 2025, Vol.252, p.331-340",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2024.12.035,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1016_j_procs_2024_12_035
Implementation of an Asset Tracking Embedded System using Ultra-Wide Band Technology,,,"Mary, Gerardine Immaculate   Dixit, CH S K N S   Naresh, Bapatla Venkata   Julian, Anitha",,,,,,,"In the most complex indoor environments, such as a warehouse, where there is a large volume of equipment and the possibility of losing it is inevitable, this study reveals an embedded system that uses Ultra-Wide Band (UWB) accuracy to deliver pinpoint asset tracking. It is crucial to keep an eye on them. constructing a Real-Time Locating System (RTLS), to use technical terminology. Even though they were effective, conventional navigation systems like GPS, Wi-Fi, and BLE have limitations due to interference and range. UWB effectively overcomes these constraints with its massive 7.5GHz bandwidth and lower interference (- 41.3dBm/1MHz). When it comes to interior navigation, UWB works better since it has a higher connection than Wi-Fi and GPS. Conversely, UWB has no propagation effects like as scattering or reflection and can simply flow through an obstruction. The goal is to create an embedded system that uses an Arduino UNO to gather data from a Deca Wave DW1000, which will serve as a tag and anchor for effective asset navigation utilizing the Time of Flight (ToF) localization method.",,,,Elsevier B.V,,,,,,,Englisch,,2025,Triangulation,,,"Procedia computer science, 2025, Vol.252, p.331-340",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2024.12.035,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1016_j_procs_2024_12_035
A REVIEW OF CURRENT TREND IN INDOOR PEDESTRIAN NAVIGATION,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"Journal of engineering and technology (Malacca, Malaysia)",,,,,ISSN: 2180-3811 ISSN: 2289-814X DOI: 10.54554/jet.2024.15.02.004,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_54554_jet_2024_15_02_004
A REVIEW OF CURRENT TREND IN INDOOR PEDESTRIAN NAVIGATION,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"Journal of engineering and technology (Malacca, Malaysia)",,,,,ISSN: 2180-3811 ISSN: 2289-814X DOI: 10.54554/jet.2024.15.2.004,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_54554_jet_2024_15_2_004
Fast 50 Hz Updated Static Infrared Positioning System Based on Triangulation Method,,,"Ciezkowski, Maciej   Kociszewski, Rafal",,,,,,,"One of the important issues being explored in Industry 4.0 is collaborative mobile robots. This collaboration requires precise navigation systems, especially indoor navigation systems where GNSS (Global Navigation Satellite System) cannot be used. To enable the precise localization of robots, different variations of navigation systems are being developed, mainly based on trilateration and triangulation methods. Triangulation systems are distinguished by the fact that they allow for the precise determination of an object's orientation, which is important for mobile robots. An important feature of positioning systems is the frequency of position updates based on measurements. For most systems, it is 10-20 Hz. In our work, we propose a high-speed 50 Hz positioning system based on the triangulation method with infrared transmitters and receivers. In addition, our system is completely static, i.e., it has no moving/rotating measurement sensors, which makes it more resistant to disturbances (caused by vibrations, wear and tear of components, etc.). In this paper, we describe the principle of the system as well as its design. Finally, we present tests of the built system, which show a beacon bearing accuracy of Delta phi = 0.51 degrees, which corresponds to a positioning accuracy of Delta R = 6.55 cm, with a position update frequency of fupdate = 50 Hz.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Artificial satellites    Automation    Chemistry    Drone aircraft    Engineering    Enterprise resource planning    Industry 4.0    Logistics    Methodology    Methods    Physical sciences    Robots    Satellites    Semiconductor industry    Technology    Triangulation,,,"Sensors (Basel, Switzerland), 2024-02, Vol.24 (5), p.1389, Article 1389",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24051389 PMID: 38474925,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s24051389
Fast 50 Hz Updated Static Infrared Positioning System Based on Triangulation Method,,,"Ciezkowski, Maciej   Kociszewski, Rafal",,,,,,,"One of the important issues being explored in Industry 4.0 is collaborative mobile robots. This collaboration requires precise navigation systems, especially indoor navigation systems where GNSS (Global Navigation Satellite System) cannot be used. To enable the precise localization of robots, different variations of navigation systems are being developed, mainly based on trilateration and triangulation methods. Triangulation systems are distinguished by the fact that they allow for the precise determination of an object's orientation, which is important for mobile robots. An important feature of positioning systems is the frequency of position updates based on measurements. For most systems, it is 10-20 Hz. In our work, we propose a high-speed 50 Hz positioning system based on the triangulation method with infrared transmitters and receivers. In addition, our system is completely static, i.e., it has no moving/rotating measurement sensors, which makes it more resistant to disturbances (caused by vibrations, wear and tear of components, etc.). In this paper, we describe the principle of the system as well as its design. Finally, we present tests of the built system, which show a beacon bearing accuracy of Delta phi = 0.51 degrees, which corresponds to a positioning accuracy of Delta R = 6.55 cm, with a position update frequency of fupdate = 50 Hz.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Artificial satellites    Automation    Chemistry    Drone aircraft    Engineering    Enterprise resource planning    Industry 4.0    Logistics    Methodology    Methods    Physical sciences    Robots    Satellites    Semiconductor industry    Technology    Triangulation,,,"Sensors (Basel, Switzerland), 2024-02, Vol.24 (5), p.1389, Article 1389",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24051389 PMID: 38474925,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s24051389
Fast 50 Hz Updated Static Infrared Positioning System Based on Triangulation Method,,,"Ciezkowski, Maciej   Kociszewski, Rafal",,,,,,,"One of the important issues being explored in Industry 4.0 is collaborative mobile robots. This collaboration requires precise navigation systems, especially indoor navigation systems where GNSS (Global Navigation Satellite System) cannot be used. To enable the precise localization of robots, different variations of navigation systems are being developed, mainly based on trilateration and triangulation methods. Triangulation systems are distinguished by the fact that they allow for the precise determination of an object's orientation, which is important for mobile robots. An important feature of positioning systems is the frequency of position updates based on measurements. For most systems, it is 10-20 Hz. In our work, we propose a high-speed 50 Hz positioning system based on the triangulation method with infrared transmitters and receivers. In addition, our system is completely static, i.e., it has no moving/rotating measurement sensors, which makes it more resistant to disturbances (caused by vibrations, wear and tear of components, etc.). In this paper, we describe the principle of the system as well as its design. Finally, we present tests of the built system, which show a beacon bearing accuracy of Delta phi = 0.51 degrees, which corresponds to a positioning accuracy of Delta R = 6.55 cm, with a position update frequency of fupdate = 50 Hz.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Artificial satellites    Automation    Chemistry    Drone aircraft    Engineering    Enterprise resource planning    Industry 4.0    Logistics    Methodology    Methods    Physical sciences    Robots    Satellites    Semiconductor industry    Technology    Triangulation,,,"Sensors (Basel, Switzerland), 2024-02, Vol.24 (5), p.1389, Article 1389",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24051389 PMID: 38474925,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s24051389
Fast 50 Hz Updated Static Infrared Positioning System Based on Triangulation Method,,,"Ciezkowski, Maciej   Kociszewski, Rafal",,,,,,,"One of the important issues being explored in Industry 4.0 is collaborative mobile robots. This collaboration requires precise navigation systems, especially indoor navigation systems where GNSS (Global Navigation Satellite System) cannot be used. To enable the precise localization of robots, different variations of navigation systems are being developed, mainly based on trilateration and triangulation methods. Triangulation systems are distinguished by the fact that they allow for the precise determination of an object's orientation, which is important for mobile robots. An important feature of positioning systems is the frequency of position updates based on measurements. For most systems, it is 10-20 Hz. In our work, we propose a high-speed 50 Hz positioning system based on the triangulation method with infrared transmitters and receivers. In addition, our system is completely static, i.e., it has no moving/rotating measurement sensors, which makes it more resistant to disturbances (caused by vibrations, wear and tear of components, etc.). In this paper, we describe the principle of the system as well as its design. Finally, we present tests of the built system, which show a beacon bearing accuracy of Delta phi = 0.51 degrees, which corresponds to a positioning accuracy of Delta R = 6.55 cm, with a position update frequency of fupdate = 50 Hz.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Artificial satellites    Automation    Chemistry    Drone aircraft    Engineering    Enterprise resource planning    Industry 4.0    Logistics    Methodology    Methods    Physical sciences    Robots    Satellites    Semiconductor industry    Technology    Triangulation,,,"Sensors (Basel, Switzerland), 2024-02, Vol.24 (5), p.1389, Article 1389",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24051389 PMID: 38474925,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s24051389
Fast 50 Hz Updated Static Infrared Positioning System Based on Triangulation Method,,,"Ciezkowski, Maciej   Kociszewski, Rafal",,,,,,,"One of the important issues being explored in Industry 4.0 is collaborative mobile robots. This collaboration requires precise navigation systems, especially indoor navigation systems where GNSS (Global Navigation Satellite System) cannot be used. To enable the precise localization of robots, different variations of navigation systems are being developed, mainly based on trilateration and triangulation methods. Triangulation systems are distinguished by the fact that they allow for the precise determination of an object's orientation, which is important for mobile robots. An important feature of positioning systems is the frequency of position updates based on measurements. For most systems, it is 10-20 Hz. In our work, we propose a high-speed 50 Hz positioning system based on the triangulation method with infrared transmitters and receivers. In addition, our system is completely static, i.e., it has no moving/rotating measurement sensors, which makes it more resistant to disturbances (caused by vibrations, wear and tear of components, etc.). In this paper, we describe the principle of the system as well as its design. Finally, we present tests of the built system, which show a beacon bearing accuracy of Delta phi = 0.51 degrees, which corresponds to a positioning accuracy of Delta R = 6.55 cm, with a position update frequency of fupdate = 50 Hz.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Artificial satellites    Automation    Chemistry    Drone aircraft    Engineering    Enterprise resource planning    Industry 4.0    Logistics    Methodology    Methods    Physical sciences    Robots    Satellites    Semiconductor industry    Technology    Triangulation,,,"Sensors (Basel, Switzerland), 2024-02, Vol.24 (5), p.1389, Article 1389",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24051389 PMID: 38474925,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s24051389
Improved indoor location tracking system for mobile nodes,,,"Sundar, S.   Kumar, R.   Kittur, Harish Mallikarjun",,,,,,,"The solutions to the problem of the tracking a wireless node is approached conventionally by: 1) proximity detection; 2) triangulation; 3) scene analysis methods. In these, scene analysis method is simple, accurate and less expensive. Indoor localisation technologies need to address the existing inaccuracy and inadequacy of global positioning-based systems (GPS) in indoor environments (such as urban canyons, inside large buildings, etc.). This paper presents a novel indoor Wi-Fi tracking system with minimal error in the presence of barrier using Bayesian inference method. The system integrates an android app and python scripts (that run on server) to identify the position of the mobile node within an indoor environment. The received signal strength indicator (RSSI) method is used for tracking. Experimental results presented to illustrate the performance of the system comparing with other methods. From the tracked nodes, a theoretical solution is proposed for finding shortest path using Steiner nodes.",,,,Geneva: Inderscience Publishers (IEL),,,,,,,Englisch,,Copyright © 2020 Inderscience Enterprises Ltd.,Bayesian statistical decision theory    Mathematical statistics    Probabilities    Triangulation,,,"International journal of computer aided engineering and technology, 2020, Vol.12 (1), p.1-16",,,,,ISSN: 1757-2657 ISSN: 1757-2665 EISSN: 1757-2665 DOI: 10.1504/IJCAET.2020.103835,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2320833121
Indoor localization based on hybrid Wi-Fi hotspots,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2017 International Conference on Indoor Positioning and Indoor Navigation (IPIN),,,,,DOI: 10.1109/ipin.2017.8115924,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_ipin_2017_8115924
Indoor Positioning System Infrastructure Based on Triangulation Method through Visible Light Communication,,,"Juanda, Apnan   Cahyadi, Willy Anugrah   Rusdinar, Angga   Darlis, Denny",,,,,,,"Autonomous mobile robots are widely used in industry to help human’s work, but the concept has a weakness, that is robot still does not know its position in a room so it can not detect whether the robot has been at destination point. The technology commonly used to determine the position of objects is the Global Positioning System (GPS). However, GPS does not detect objects that are indoors. Previous research used Wi-Fi as a reference for designing an indoor positioning system, but the system could not determine the position in detail because Wi-Fi could only detect object zones. Based on these problems, this research will propose the infrastructure prototype design of an indoor positioning system based on Visible Light Communication (VLC). The main focus of this research is designing a VLC transmitter and receiver system, estimating the distance between the receiver and transmitter based on the received signal strength, and estimating the receiver's position using the triangulation method based on a minimum of 3 distance estimates. The estimating distance system get average accuracy is 76.47%. The estimated accuracy of the x-coordinate position has the best accuracy is 77.05% and the y-coordinate estimate has the best accuracy is 86.54%.",,,,,,,,,,,Englisch,,,,,,"Ultima Computing : Jurnal Sistem Komputer, 2022-06, p.8-19",,,,,ISSN: 2355-3286 ISSN: 2549-4007 EISSN: 2549-4007 DOI: 10.31937/sk.v14i1.2271,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_31937_sk_v14i1_2271
